CusID,LastPurchased,Total Revenue,Ticket,Ticket Size,1/12/2020,2/12/2020,3/12/2020,4/12/2020,5/12/2020,6/12/2020,7/12/2020,8/12/2020,9/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,13/1/2021,14/1/2021,15/1/2021,16/1/2021,17/1/2021,18/1/2021,19/1/2021,20/1/2021,21/1/2021,22/1/2021,23/1/2021,24/1/2021,25/1/2021,26/1/2021,27/1/2021,28/1/2021,29/1/2021,30/1/2021,31/1/2021,1/2/2021,2/2/2021,3/2/2021,4/2/2021,5/2/2021,6/2/2021,7/2/2021,8/2/2021,9/2/2021,10/2/2021,11/2/2021,12/2/2021,13/2/2021,14/2/2021,15/2/2021,16/2/2021,17/2/2021,18/2/2021,19/2/2021,20/2/2021,21/2/2021,22/2/2021,23/2/2021,24/2/2021,25/2/2021,26/2/2021,27/2/2021,28/2/2021,1/3/2021,2/3/2021,3/3/2021,4/3/2021,5/3/2021,6/3/2021,7/3/2021,8/3/2021,9/3/2021,10/3/2021,11/3/2021,12/3/2021,13/3/2021,14/3/2021,15/3/2021,16/3/2021,17/3/2021,18/3/2021,19/3/2021,20/3/2021,21/3/2021,22/3/2021,23/3/2021,24/3/2021,25/3/2021,26/3/2021,27/3/2021,28/3/2021,29/3/2021,30/3/2021,31/3/2021,1/4/2021,2/4/2021,3/4/2021,4/4/2021,5/4/2021,6/4/2021,7/4/2021,8/4/2021,9/4/2021,10/4/2021,11/4/2021
1030553,23/12/2020,72.89,1,72.89,,,,,,,,,,,,,,,,,,,,,,,72.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030611,5/4/2021,3128.99,6,521.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.07,128.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.90,,,,,,,,,,644.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.42,,,,,,,,217.76,,,,,,
1030613,3/1/2021,498.12,3,166.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.73,303.74,,90.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030693,6/4/2021,5835.52,7,833.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.72,,,,,3619.63,,77.57,,,,,,,,,,,,295.33,,,,50.47,102.80,,,,,
1030716,7/1/2021,30.84,1,30.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030796,9/4/2021,2351.41,7,335.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52,,,,166.35,,,101.87,1306.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.20,,,,,,,,,,,420.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.36,,
1030855,17/1/2021,791.59,2,395.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.07,,,,,,,,,,,,,,,,92.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031012,1/12/2020,11288.79,1,11288.79,11288.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031013,13/3/2021,79.44,1,79.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031021,11/4/2021,444.87,3,148.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.36,,,,,157.01
1031044,1/12/2020,37.38,1,37.38,37.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031068,10/4/2021,2698.13,2,1349.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420.56,,,,,,,,,,,,,,,,,,,,,,,,,,,277.57,
1031246,3/4/2021,3366.68,12,280.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.45,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50,,,,,169.47,,,,,,,,,214.96,,,,,,,,163.55,,,,,,,116.82,,,,,,,,,,,,,130.83,,,,,,,,,,332.72,1869.16,,,,,,,311.22,,,,,,,,
1031252,4/2/2021,2533.73,5,506.75,,,,,53.28,,,,,,,,,,,185.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.98,,,,,,,245.23,,,,,,,,,,1920.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031401,18/12/2020,537.00,1,537.00,,,,,,,,,,,,,,,,,,537.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031554,8/4/2021,8334.60,6,1389.10,,,,,,,,,,,,,,,,,4340.19,,,,,,,,,,,,495.36,624.29,596.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.00,,,,378.50,,,
1031562,23/2/2021,1841.12,1,1841.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031653,9/4/2021,26539.29,13,2041.48,,,,1164.49,354.21,,,,,265.42,,4426.17,,,,25.24,,,,,,,1737.38,,,,,,,,493.46,,,,,,,,,,,,,,,,,,,,,,,17223.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.94,,,,,84.12,,,,,,,,,,,,,,,,,,,,,607.47,,
1031726,31/3/2021,1289.71,4,322.43,,,,,,,,,,,,,,,2.80,,,,,,,,,,,,,,,,,,,,,148.60,,,,399.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.32,,,,,,,,,,,
1031736,23/2/2021,4467.29,1,4467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031854,3/12/2020,1205.61,1,1205.61,,,1205.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031941,13/2/2021,5719.63,1,5719.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5719.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032003,9/12/2020,551.40,1,551.40,,,,,,,,,551.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032199,9/4/2021,2734.52,10,273.45,,,,,,,,,,,,,,,,,,,,,,,121.77,,,,,,,,,,,155.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88,,,,496.26,,,,,,,,,,,,,1061.78,,,,,,,,,373.83,,,,,,,,,,,,,,,,,224.30,,,,,,224.30,,17.76,,
1032476,1/1/2021,156.07,1,156.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032906,4/4/2021,12329.88,1,12329.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12329.88,,,,,,,
1032948,30/1/2021,4406.53,2,2203.27,,,,,,,,,,787.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032963,16/3/2021,7164.48,5,1432.90,3728.97,,2854.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.04,553.27,,,,,,,,,,,,,,,,,,,,,,,,,,
1033075,10/4/2021,43445.75,34,1277.82,26.00,,,,92.52,,8188.79,,,69.16,376.64,,,,510.28,,,,,,,-947.66,3400.93,,,,53.27,,8487.85,,142.98,,,0.00,18455.89,,,,,,,,,797.11,,1994.40,-472.28,,,463.55,,,,,,,640.19,,,,,115.88,,,88.79,119.62,,,,,,,445.79,,,,,,105.60,,,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.36,,,,,,,,,,14.02,,,,,,110.28,,,,50.36,
1033206,11/4/2021,292.53,1,292.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.53
1033221,24/1/2021,29509.77,9,3278.86,7719.35,,,,,,,,,,,,,,,,,,,,,,,,1121.50,,1136.91,,,,,,,,,,,,,,3891.59,4235.51,76.64,74.77,149.29,,1357.94,,,,,,,,9746.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033273,30/3/2021,5146.72,4,1286.68,,,,,,,,,,,,2420.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411.22,,,,,,,,,,,,114.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.93,,,,,,,,,,,,
1033279,22/1/2021,5094.39,1,5094.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5094.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033280,20/1/2021,5037.38,1,5037.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033429,16/12/2020,2653.27,1,2653.27,,,,,,,,,,,,,,,,2653.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033447,23/2/2021,23419.63,1,23419.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23419.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033592,8/4/2021,1325.24,10,132.52,,,,,,,,,,,,,,,,,,,,,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02,,,,,,,,,,,,,,,,,,,,,,,,342.99,,,,,,,,,,,,,,,,,,,4.67,,,,224.30,,,,,,,,,,,,,,,,,,,,418.68,15.89,,,,,212.16,83.18,,,
1033603,22/2/2021,92.52,1,92.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033685,5/4/2021,4841.13,7,691.59,,,,,,,,,,,,,,,,36.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.19,,,,,,,,,,,,,,,,,,689.72,933.64,1074.77,,,,,,,,,,,,,,,166.36,,,,,,
1033795,26/12/2020,258.87,1,258.87,,,,,,,,,,,,,,,,,,,,,,,,,,258.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033840,25/12/2020,11285.05,1,11285.05,,,,,,,,,,,,,,,,,,,,,,,,,11285.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034134,10/3/2021,2125.24,3,708.41,,,,,1588.79,,,,,,,,,,,,,,,,,,,,,,,,,213.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034282,15/2/2021,4828.04,1,4828.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.65,,,,,,,,2794.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034342,13/3/2021,771.01,3,257.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034497,11/1/2021,17215.89,2,8607.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19075.70,,,,,,,,,,-1859.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034625,10/4/2021,2130.84,7,304.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52,195.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.39,,,,,,,1070.09,119.62,212.15,,,,,,,,,,,,,303.74,
1034677,20/12/2020,160.75,1,160.75,,,,,,,,,,,,,,,,,,,,160.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034735,26/12/2020,22177.57,1,22177.57,,,,,,,,,,,,,,,,,,,,,,,,,,22177.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034778,15/12/2020,11418.69,1,11418.69,,,,,,,,,,,,,,,11418.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034963,6/2/2021,499.06,2,249.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035077,29/3/2021,487.85,2,243.93,,165.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.43,,,,,,,,,,,,,
1035124,4/1/2021,1528.04,1,1528.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035126,21/2/2021,1887.85,1,1887.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035153,20/1/2021,9355.14,1,9355.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9355.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035156,13/3/2021,765.40,5,153.08,,,,,,,,,,,,,,,,,,,,,,123.35,,,,,,,,,,128.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.52,,,,,92.52,,,,,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035158,5/1/2021,213.09,1,213.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035170,7/3/2021,9242.42,4,2310.61,,,,,,,,,,,,,,,,,,,9006.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.42,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035423,1/3/2021,582.25,2,291.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.91,,,,,,,,,,,,,452.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035469,27/2/2021,27443.01,12,2286.92,,71.96,,,,,,,,,,,,,,,,,,,,,,,,,118.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9676.64,,,,,,,80.37,,,,,,,1943.93,5300.94,,162.62,,477.57,,,,,,,,10709.35,,,,-1099.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036053,1/3/2021,4288.79,1,4288.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4288.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036196,2/4/2021,642.99,1,642.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.99,,,,,,,,,
1036202,10/4/2021,736.46,5,147.29,,,,,,,,,,,,,,,,,,,,,,,,109.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.05,,260.75,,,,,,,,,83.18,
1036347,9/12/2020,1502.80,5,300.56,,,895.32,,64.49,361.68,,60.75,120.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036354,30/3/2021,143.01,1,143.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.01,,,,,,,,,,,,
1036533,6/4/2021,17700.96,11,1609.18,,1869.16,,,,,,182.24,,,,,,,,,,,,,90.65,,,,,,,,,5706.55,,,,,,,,,,,,,,,,,99.07,,,,,,,,,,,,,,,,,,,,,,1052.37,,,5286.92,,,,,,,,,,,,,,,,,,,,,,,1245.79,,,,1869.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.05,,,,,
1036643,30/12/2020,11448.60,1,11448.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11448.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036712,6/12/2020,6532.71,1,6532.71,,,,,,6532.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036713,3/12/2020,13065.42,1,13065.42,,,13065.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036847,5/3/2021,144.86,1,144.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036981,27/2/2021,18119.00,1,18119.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18119.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036998,18/12/2020,5130.84,1,5130.84,,,,,,,,,,,,,,,,,,5130.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037178,6/1/2021,256.08,1,256.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037190,14/1/2021,6804.67,1,6804.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6804.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037421,1/3/2021,314.95,1,314.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037477,3/4/2021,27025.23,12,2252.10,,,,,,258.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28673.82,23.36,,,,,,19.63,1053.27,,,,,,,,,,-3682.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.35,,,,,,,,,,,,,,,,,185.98,,83.18,,,,,,,,
1037541,11/4/2021,61875.69,14,4419.69,,,,,,,763.55,,,,,,7831.78,,,,,,,,,,,,,,,,327.10,,,345.79,22720.56,,,,,,,92.52,,,120.56,,,,,,,,,,,,,,,,,,,8401.87,7467.29,,,,,,,,,228.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6065.42,,,,,,,,,,,,,,,,,,,3728.97,,,,,,,,,,,"3,781.31"
1037560,20/12/2020,0.00,2,0.00,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037603,6/12/2020,5849.50,3,1949.83,,,,17.76,5582.21,249.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
